the_geom,name,cartodb_id,created_at,updated_at
0106000020E6100000010000000103000000010000000D00000040B3C2CEB7B35A404042BE6F40A518C0481B8A87E7B35A4061D3A13AA4A418C09618F5CDE2B35A40BA98C3538DA918C0328265B38EB35A407B7FA85704AA18C0F285C08A3BB35A4002561EF930AA18C0AA51EBA639B35A400F316AE7FCA918C073BD0D3716B35A40D4F37FFF38A518C01CE940DF35B35A40BD74F46752A418C0D3A69F4C48B35A4041B0D6F9A2A218C01BDB74304AB35A409D88356C02A118C0A8431FF84DB35A408564850508A418C0290CD24B73B35A4095DA6403B0A518C040B3C2CEB7B35A404042BE6F40A518C0,DURI PULO,51,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E61000000100000001030000000100000008000000352F63B8B0B35A403B1FD4A9FE9A18C040B3C2CEB7B35A40F457E84423A018C0098E7FB749B35A406578C609B8A018C0D3A69F4C48B35A40503047B7829E18C0D3A69F4C48B35A407E9C7670B29D18C04DB488EC5FB35A40A6FFF98FA39D18C0A427879A76B35A40EC58CD6A1C9B18C0352F63B8B0B35A403B1FD4A9FE9A18C0,DURI UTARA,53,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E61000000100000001030000000100000016000000D466FC424CB55A403BB7D7CC2FB418C04F74E5E263B55A40EC27DDD2FEB218C0657CA40F72B55A4061AC4262BEB618C06FF237778DB55A40FA2FA44644B718C077C9998872B55A405A6C8A83CEB818C016716D1A8BB55A403CAD460DF8B918C048AB4F806AB55A400E411754C8BA18C09CD21ED328B55A40A7C478384EBB18C0DC0DC756B0B45A4018E556FDE2BB18C0087F135A96B45A4067AB5D3CC5BB18C0459E238046B45A40B8A870C058BA18C08C635E0B93B45A4092BD96EA01B218C04FB3E83D98B45A40766C6BFE8DB018C0CDDC693B87B45A404CDC6C5923AC18C03F05251BCEB45A40DABB8E948EAB18C04351547626B55A40DF8D2EE91BAC18C0E514C06516B55A40EFCC01A212AF18C02480FFE61EB55A4053DB87332AB118C08F40F30D36B55A405AE433CD68B018C061CFA60A50B55A40FF42E19FBAB018C0282DFDEB40B55A4095582AFADDB318C0D466FC424CB55A403BB7D7CC2FB418C0,GAMBIR,55,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E61000000100000001030000000100000012000000C4576A76B8B55A4066798452EC1D19C007D175A6ACB55A40DE6B026C0E1F19C00116ACF29EB55A402A56D8962B2419C0032478A18AB55A40D2180D34A82719C0B734D9097BB55A40825206F5C52719C0657CA40F72B55A4081E4ED6A632A19C0A33AE68B58B55A409191D9ADBC2A19C05C0611A856B55A40D9E01BC9FD2D19C08B245BB05EB55A40CC97B750CF3019C061CFA60A50B55A408B47900F953219C03BE98CBDF6B45A40F43147B5712F19C0D652FDA2A2B45A40A7D95800F22C19C03273F955DBB45A40291FCC517A2519C07C54CC3EFFB45A4077EF6350941F19C0925C8B6B0DB55A4078267095451E19C0F3451D813FB55A408A0A681D501D19C05AF844F96AB55A40B036DFF78F1E19C0C4576A76B8B55A4066798452EC1D19C0,JATIPADANG,73,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E61000000200000001030000000100000004000000C445AB339EB25A40C6B56A8F761F19C089953566A3B25A408C37E3A2C92119C076A90E976CB25A409CADC2A0712319C0C445AB339EB25A40C6B56A8F761F19C001030000000100000014000000C445AB339EB25A40C6B56A8F761F19C0284BD5A6A7B25A403A4461DE6D1D19C065FB4A74A2B25A40B4DB03C7A31A19C0AA2154A9B8B25A40A46524C9FB1819C0920BC9CDBEB25A40337C5249181719C0F81EBFEFB3B25A40CFA4D8FCB11319C018FEDF2DA7B25A40D0DBE441631219C0530F24A56BB25A4092F9D58A8B1119C07AC5A6F443B25A40D249FDCBC50F19C08C129C6D44B25A40D4B71556280D19C06FE0783473B25A401D7570FBCB0D19C0D831D202D5B25A40EF0841429C0E19C0FCCBBCF4D5B25A40B126328BC40D19C0627EE46C01B35A4099709AAE2C0E19C05CB54E0A08B35A40C56EB1DDF90F19C0449FC32E0EB35A401A58A2E21D1A19C0BBFFAEC903B35A40AB643FA3021E19C0CB9FA63DE2B25A40F5219A48A61E19C0F5022792DCB25A4000C6D9F1C01F19C0C445AB339EB25A40C6B56A8F761F19C0,GANDARIA SELATAN,56,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000001500000009FD1910FFB25A40B030C34AFC0719C034609A64F9B25A4051EA4B4E3A0C19C0627EE46C01B35A4099709AAE2C0E19C0FCCBBCF4D5B25A40B126328BC40D19C0D831D202D5B25A40EF0841429C0E19C06FE0783473B25A401D7570FBCB0D19C08C129C6D44B25A40D4B71556280D19C0FDA9F1A540B25A40747B2F199E0B19C0FDA9F1A540B25A40667368A5580719C090CD652152B25A404AEB3074330719C0B467501353B25A40B2D5E719100419C0822D6EAD73B25A401F5B32CFC80219C0F87F8D997DB25A405FAB5910030119C0F671C1EA91B25A4098BBC8724D0119C0A1ABC0419DB25A40AAD6CC3F09FF18C07FB007A6D2B25A4005411328060019C02AEA06FDDDB25A4009DCA637E20119C0387C32C2D0B25A4023BFB999F30519C0EA7EC77BD5B25A402D63F9420E0719C05131EFF300B35A40C114BBD2060719C009FD1910FFB25A40B030C34AFC0719C0,GANDARIA UTARA,57,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000001F000000597A3E4302B75A402B153B92422B19C06F82FD6F10B75A40EAC41351082D19C019AE301830B75A408A5121CFCC2C19C02432902E37B75A4000449FE8EE2D19C044B0E2C260B75A40C8333086A42D19C0E365820365B75A4070F66423213119C0BEBDCB6278B75A402BD49D8D593219C05C57D345A5B75A400E155A17833319C0B8F435007FB75A406D1A340F5C3619C0357F85A737B75A407E86824DCC3D19C0A716DBDF33B75A40892AC2F6E63E19C04311B16C2AB75A4061C73ED7F53E19C0B2FB08A004B75A40F7DC8731194219C037EE1F00EDB65A4031EDF693634219C05EA4A24FC5B65A40E15DFC99324119C0BAD26AB1E9B65A40C13A3159313F19C0E07A2152D6B65A40399BC7FCB53D19C0B409D54EF0B65A403E77F8107B3819C02F865847BDB65A402226CD24073719C00731A4A1AEB65A4040E5109BDD3519C0A11DAE7FB9B65A40687FA0FF7F3419C0A7E643E2B2B65A4064E40CF0A33219C03E2650BB9BB65A404D2E75130C3319C0281E918E8DB65A40C48E0BB7903119C06CA5686D6DB65A40C1F377A7B42F19C0548FDD9173B65A405BAEE5D0EB2E19C00731A4A1AEB65A4094BE5433362F19C0D149C436ADB65A40EAC41351082D19C070F197C8C5B65A40405DBAE4772D19C04B57ADD6C4B65A40C4989C76C82B19C0597A3E4302B75A402B153B92422B19C0,GEDONG,58,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E610000001000000010300000001000000140000009F8E8835FEB35A4087B77611ACE018C0E5232CC3C9B35A40510B8F798CE318C035FFCBBA2FB35A40D5CEC7C142EA18C0AC5FB75525B35A403642BA437EEA18C0ACC085FFEEB25A406E5229A6C8EA18C0FD78BAF9F7B25A40A4FE103EE8E718C03A2930C7F2B25A40000E7CF5F8E418C007501C0BDDB25A40402797F181E418C07DA23BF7E6B25A403EFA1B6C08E018C08618CF5E02B35A40B523A6CADBDF18C0DDEC9BB6E2B25A4070427C39FDD918C0FFE75452ADB25A403AD731A6C6D518C064ED7EC5B6B25A40731EAD4DC2D418C070101032F4B25A407EF9F83B8ED418C02D97040200B35A401FF41E44B5D118C0A69621F32BB35A40E47F281740CE18C033F1FF0B44B35A404E604EFDE4D018C0745C3F8D4CB35A40C552CC1607D218C0CE7C3B4085B35A40D35A938A4CD618C09F8E8835FEB35A4087B77611ACE018C0,GELORA,59,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000000900000078D805E625B45A40E6FED65F299218C04C67B9E23FB45A40CC6C0E6FCC9718C0283C6949F4B35A40CC6C0E6FCC9718C02F05FFABEDB35A4099654BA6C09618C09618F5CDE2B35A400119F606EC9418C03D972A71E0B35A400F625A7F1A9218C07D026AF2E8B35A4020465207259118C07BF49D43FDB35A40FFEB7A81729018C078D805E625B45A40E6FED65F299218C0,GLODOK,60,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000000A0000002DE8C69F4EB55A401640322ECFBF18C0DB5F29A3C6B55A403DF4FFBE74C918C0553D7B455DB55A40AF4BEAC8BAC818C00B2C115FB8B45A404F0F048C30C718C0AA427F4986B45A405AEA4F7AFCC618C0B6C6DE5F8DB45A40D481F26232C418C0E99FF21BA3B45A408157645925C118C01F87D286A4B45A40059346EB75BF18C0EE5ABCCFB0B45A40059346EB75BF18C02DE8C69F4EB55A401640322ECFBF18C0,GONDANGDIA,61,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E61000000100000001030000000100000008000000ECFB2D8376B25A4025B0F57EE3AA18C0482AF6E49AB25A40C34694BCDFA418C07AF53DF2C4B25A4099EDA15C269F18C09C815C35DAB25A40FCCEAC68C49C18C0533FBBA2ECB25A4099EDA15C269F18C073BD0D3716B35A40D4F37FFF38A518C0AA51EBA639B35A400F316AE7FCA918C0ECFB2D8376B25A4025B0F57EE3AA18C0,GROGOL,62,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000002100000007501C0BDDB25A40402797F181E418C03A2930C7F2B25A40000E7CF5F8E418C0FD78BAF9F7B25A40A4FE103EE8E718C0ACC085FFEEB25A406E5229A6C8EA18C0742CA88FCBB25A40A72B8CC361EC18C09F9DF492B1B25A4046B8994126EC18C0190CACDC92B25A40931088F6A5EE18C06B25AF8065B25A409FB4C79FC0EF18C0BB30E6754CB25A405F64A05E86F118C0934ACC28F3B15A40F8E701430CF218C005E22161EFB15A40A0EBD3E471EE18C01DC8153F68B15A401DE7FD97D2EE18C02E150BB868B15A40656D4CF8C4F018C07E2042AD4FB15A40D1BB8A68CCF018C0EBFCCD313EB15A401DE7FD97D2EE18C0DCCB701615B15A4016155E4345EE18C0C6C3B1E906B15A40727FA42B42EF18C0B784881FF2B05A40A48667F44DF018C02EE573BAE7B05A40F5837A78E1EE18C05CF5F11304B15A40255EC2BB73EB18C04CB6C849EFB05A40589C91C930EB18C0C6C3B1E906B15A400A44A314B1E818C0CE2B79A236B15A406F8935EB79E918C00413590D38B15A40E2E01FF5BFE818C0C684AE8ED2B15A40AAD0B09275E818C0B437B915D2B15A4044C22A015EE618C02C37D606FEB15A4076C9EDC969E718C0B783E8702AB25A408876D90CC3E718C00BDB4EC169B25A4006A90F05D5E618C021E30DEE77B25A4000A0636B96E718C0190CACDC92B25A40678A1A1173E418C025900BF399B25A4051D48234DBE418C007501C0BDDB25A40402797F181E418C0,GROGOL SELATAN,63,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000001700000030E4D30B20B25A404117EA84B6D318C06B25AF8065B25A40E575975708D418C0D4E5A2A77CB25A4001C7C2437CD518C06BC4E0D69BB25A40CDBFFF7A70D418C064ED7EC5B6B25A40731EAD4DC2D418C0FFE75452ADB25A403AD731A6C6D518C0DDEC9BB6E2B25A4070427C39FDD918C08618CF5E02B35A40B523A6CADBDF18C07DA23BF7E6B25A403EFA1B6C08E018C007501C0BDDB25A40402797F181E418C025900BF399B25A4051D48234DBE418C0190CACDC92B25A40678A1A1173E418C021E30DEE77B25A4000A0636B96E718C00BDB4EC169B25A4006A90F05D5E618C0B783E8702AB25A408876D90CC3E718C02C37D606FEB15A4076C9EDC969E718C0B437B915D2B15A4044C22A015EE618C0D7D1A307D3B15A40AA7F6621C1DE18C092AB9AD2BCB15A408F2E3B354DDD18C008FEB9BEC6B15A40919C53BFAFDA18C03D76FFD012B25A409C779FAD7BDA18C0281B3EA926B25A4032606D8225D918C030E4D30B20B25A404117EA84B6D318C0,GROGOL UTARA,64,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000000A000000824DF99E79B55A4021B3813FCCD818C096A8BAC665B55A4097A5FF58EED918C052907D403BB55A404EE8A4B34AD918C0FB1C7F9224B55A40CC1ADBAB5CD818C0DE4B2A031DB55A40A053D0C140D518C03420F75AFDB45A4076C3D11CD6D018C03CB85511AEB55A406F83193EE6D218C054CEE0ECA7B55A400DD91A77F9D318C090DF24646CB55A40FF58AAB919D818C0824DF99E79B55A4021B3813FCCD818C0,GUNTUR,65,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000001100000025C0A2F01AB35A407847B3C097F518C097C69281CCB25A40011E2962C4F518C04BD7F3E9BCB25A40109408606CF718C0C08AE17F90B25A40996A7E0199F718C07D72A4F965B25A40227800E876F618C0C6B4458C53B25A40689AC77D3EF518C092DB31D03DB25A40FC4B890D37F518C092DB31D03DB25A400E678DDAF2F218C0BB30E6754CB25A405F64A05E86F118C06B25AF8065B25A409FB4C79FC0EF18C0190CACDC92B25A40931088F6A5EE18C09F9DF492B1B25A4046B8994126EC18C0742CA88FCBB25A40A72B8CC361EC18C0ACC085FFEEB25A406E5229A6C8EA18C0AC5FB75525B35A403642BA437EEA18C0EFD8C28519B35A4023F0A93111EE18C025C0A2F01AB35A407847B3C097F518C0,GUNUNG,66,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E61000000100000001030000000100000013000000CAB16580FCB55A40781190CDA1AC18C011E63A64FEB55A401D39315B42AE18C065AC3B0DF3B55A40388A5C47B6AF18C02D185E9DCFB55A4099FD4EC9F1AF18C0462EE978C9B55A4033B8BCF228AF18C0E544576397B55A40E50E84CCF4A218C02D185E9DCFB55A402056FF73F0A118C0CFDBC98CBFB55A40A6FFF98FA39D18C0AA3313ECD2B55A40E64F21D1DD9B18C0C704687BDAB55A40EDC6E5F47E9818C0C3E8CF1D03B65A40D4E3D2926D9418C08EA0210938B65A406155DC43769618C07937943260B65A409D00DFB59C9818C0480B7E7B6CB65A40C3BE3D067A9C18C09F7E7C2983B65A40903FD1F3D3A318C04F43AE361BB65A400C04EF6183A518C08D62BE5CCBB55A4000F2962E06A718C0D7439145EFB55A40BDFC4A1EB8AC18C0CAB16580FCB55A40781190CDA1AC18C0,GUNUNG SAHARI SELATAN,67,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E61000000100000001030000000100000010000000B963D05834B75A40983372BCE7F818C0660C6A08F5B65A402CE5334CE0F818C0906FEA5CEFB65A4072F74D75DCE618C0816E243F47B75A4089ADE55174E618C026DF8D3359B75A40B5ABFC8041E818C04B7978255AB75A40755BD53F07EA18C09A84AF1A41B75A408AA354923CEC18C044B0E2C260B75A404B532D5102EE18C00CBB36A973B75A40A48667F44DF018C044B0E2C260B75A4081F58329EAF018C05F736BA37CB75A402AB8B8C666F418C05BB8A1EF6EB75A40DAF1B18784F418C0674ACDB461B75A40251D25B78AF218C017A0646944B75A40B3C53AAD44F318C0357F85A737B75A406D6C67D2CBF518C0B963D05834B75A40983372BCE7F818C0,KEBON BARU,108,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000003C0000004E166A1E01BA5A4098431F29B30919C0939D41FDE0B95A4096D5069F500C19C00227CB86F1B95A40D4B71556280D19C02006ECC4E4B95A409230E2CF3C1019C0A3DC6AC7F5B95A40BDF7ECB9581319C04B696C19DFB95A4035EA6AD37A1419C0EA1040ABF7B95A40789E19DFDF1519C09DB206BB32BA5A40F934D7A11C1819C0E4E6DB9E34BA5A400AABB69FC41919C039ADDC4729BA5A409CEE5FA55A1C19C039ADDC4729BA5A4071E6B7B6552019C07B26E8771DBA5A40E206967BEA2019C02660E7CE28BA5A40D0EB91AE2E2319C063E0C59EA2B95A40BE079A26242419C0F3563C1592B95A40EA3CBD9AA22419C037DE13F471B95A402DBA5F61562719C0AB8335DB59B95A40385E9F0A712819C0D8631C37F5B85A400AF26F51412919C0B4C93145F4B85A4099D1918CAC2819C03BCA1454C8B85A4066CACEC3A02719C072BFC06DB5B85A4035312485F72319C072BFC06DB5B85A40862E37098B2219C0F8B1D7CD9DB85A401073C5341A2019C056FC378D99B85A4068B090979D1C19C00A0D99F589B85A40809D34B9E61A19C0B18BCE9887B85A40D8DAFF1B6A1719C0D833853974B85A40D30860C7DC1619C04FF53E7E33B85A403817E658F41819C09837E01021B85A400B19CF29271719C054BED4E02CB85A4001AC9BC5BD1419C0DF6BB5F422B85A405A20736DF20F19C003A5D13C5AB85A4033BDEF4D011019C08A361AF378B85A40E2BFDCC96D1119C0E1A918A18FB85A40C637A598481119C0C4D8C31188B85A40EED134FDEA0F19C0FD7A6D3097B85A40AB1D86F1850E19C0E9807AB274B85A409AA7A6F3DD0C19C00752CF417CB85A40B6396FE43A0719C07AF7F02864B85A40CA8B7FF6A70319C0DEFC1A9C6DB85A40A831A870F50219C04F9470D469B85A40E9B8DBF6E0FF18C0377EE5F86FB85A40945741A822FE18C02384F27A4DB85A401893233A73FC18C09BE4DD1543B85A40F39DB8A4E4F918C0294D88DD46B85A40A545CAEF64F718C045AF421499B85A40F40BD12E47F718C00A9EFE9CD4B85A409F732A9BD7F618C095EA100701B95A4000E71C1D13F718C0499AA3C527B95A402241F4A2C5F718C044D10D632EB95A403D921F8F39F918C09936406259B95A402BAE27072FFA18C0283E1C8093B95A4008E637F719FC18C0D4771BD79EB95A4001A67F182AFE18C0199E240CB5B95A40435A2E248FFF18C07DA34E7FBEB95A406A4F99B91D0219C0B27C623BD4B95A4080CE2451040319C0C992ED16CEB95A401E24268A170419C0A797347B03BA5A40DE9CF2032C0719C0BBF2F5A2EFB95A4088CD3F2B0B0819C04E166A1E01BA5A4098431F29B30919C0,HALIM PERDANA KUSUMA,69,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000000A000000EBFE8068DDB65A40095FCA926FA918C00B7DD3FC06B75A407F5148AC91AA18C02A5CF43AFAB65A40388A5C47B6AF18C0F0C716CBD6B65A40F49EA1F69FAF18C0AF4E0B9BE2B65A40695A13CB10B218C099B5E6C689B65A40B2176E70B4B218C04BB87B808EB65A403AF874D118AD18C022F42C82CAB65A40CEA9366111AD18C09954181DC0B65A403C668D5B7BAA18C0EBFE8068DDB65A40095FCA926FA918C0,HARAPAN MULIA,70,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E610000001000000010300000001000000230000008A55925CA7B45A40FE7D37EE885A19C0CB2F6C3665B45A40214627FE9D5819C0908DC21756B45A408654AD8FB55A19C00641B0AD29B45A40A313F1058C5919C031B2FCB00FB45A40C09B2837B15919C0272E9D9A08B45A40AA1C9D9FCA5819C0EB7D27CD0DB45A40E5D130D1285519C0856A31AB18B45A409D4BE270365319C0C7E33CDB0CB45A40F351A18E085119C0E3B4916A14B45A4066E097DDFF4E19C0EF99BF2AE5B35A404A5860ACDA4E19C0539FE99DEEB35A4002D2114CE84C19C09618F5CDE2B35A40FFDBA20B204719C0D0BA9EECF1B35A4090F2D08B3C4519C0F25489DEF2B35A40D64BA466B54219C0E5C25D1900B45A4074D8B1E4794219C0A44952E90BB45A4067D0EA70343E19C0E3B4916A14B45A40FB81AC002D3E19C0996424293BB45A4023E52F201E3E19C04C67B9E23FB45A402AAD3EB5734419C08D029061C9B45A40F065C30D784519C0F107BAD4D2B45A40D138670D3F4919C0EBDD55C80FB55A404E3491C09F4919C0A9644A981BB55A4038B50529B94819C0E1F827083FB55A40DD13B3FB0A4919C0AD1F144C29B55A40A79ED7A89C4A19C0E059F6B108B55A406F16BFFCB75219C08A85295A28B55A4030FDA3002F5319C048AB4F806AB55A40EC11E9AF185319C0D04A64E574B55A400D6CC035CB5319C03095C4A470B55A407ABAFEA5D25319C03C88BE132DB55A4038FCBEDA355819C087D82B5506B55A405B8DA2A5995719C07F70649CD6B45A40605F42FA265819C08A55925CA7B45A40FE7D37EE885A19C0,JAGAKARSA,71,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E61000000100000001030000000100000010000000A2ACD3C974B95A4077FADD6187CF18C09BB3A669FAB85A4006DAFF9CF2CE18C0557FD185F8B85A40C35C5DD63ECC18C0C4085B0F09B95A40597C37F099C918C07DD4852B07B95A4031915D1A43C118C012365D5385B95A4077B324B00AC018C097580BB1EEB95A4027242AB6D9BE18C04B696C19DFB95A40D481F26232C418C0A806CFD3B8B95A403AC78439FBC418C008512F93B4B95A407D7B334560C618C05440CE2AC4B95A40C60182A552C818C04F850477B6B95A40D1A5C14E6DC918C0A23D3971BFB95A40A20286508CCB18C0DFFB7AEDA5B95A401EC7A3BE3BCD18C02DF9E533A1B95A40E951C86BCDCE18C0A2ACD3C974B95A4077FADD6187CF18C0,JATI,72,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000001D00000027F0ACC7ABBB5A40DDEE25C79BC618C0C1DCB6A5B6BB5A40B41D8A1D48C918C0560EF7CFB3BB5A402AD9FBF1B8CB18C0AFFE5B856BBB5A40C8F7F0E51ACE18C03AAC3C9961BB5A40D29B308F35CF18C0285F472061BB5A40FD2B2F34A0D318C025B2491B3FBB5A402DFCE5B7FAD518C0C875B50A2FBB5A407C54D46C7AD818C0A4DBCA182EBB5A4073A6030428DD18C08041E0262DBB5A40B791BE543EDD18C0B34B2B8F8BBA5A40C4A31688BBDB18C0039665DFA6B95A40C5DA22CD6CDA18C0E9710E55C1B95A40FD2B2F34A0D318C03353E13DE5B95A402C3D83BCE3CE18C03145158FF9B95A4085BBEB2350C418C0E347AA48FEB95A4086F2F76801C318C081EF7DDA16BA5A408BC497BD8EC318C02A0DE5D34ABA5A40A74CCFEEB3C318C02A0DE5D34ABA5A40C02FE250C5C718C08C04439868BA5A400B24493B1AC718C0299E4A7B95BA5A4004E4905C2AC918C008B15D8EB6BA5A406F32CFCC31C918C0AF2F9331B4BA5A403F99248E88C518C0CD9F1917F2BA5A40B7C2AEEC5BC518C0845D788404BB5A40767287AB21C718C0469F36081EBB5A409FD50ACB12C718C0125788F352BB5A403250C0155AC818C081E0117D63BB5A404A3D6437A3C618C027F0ACC7ABBB5A40DDEE25C79BC618C0,JATINEGARA,75,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E61000000100000001030000000100000016000000039665DFA6B95A40C5DA22CD6CDA18C0D5E6B52F54B95A4080EF677C56DA18C07F12E9D773B95A4066D548D593D718C08CA4149D66B95A40C0769B0242D718C01A0DBF646AB95A40F622839A61D418C0FD3B6AD562B95A409114FD084AD218C0A2ACD3C974B95A4077FADD6187CF18C02DF9E533A1B95A40E951C86BCDCE18C0DFFB7AEDA5B95A401EC7A3BE3BCD18C0A23D3971BFB95A40A20286508CCB18C04F850477B6B95A40D1A5C14E6DC918C05440CE2AC4B95A40C60182A552C818C008512F93B4B95A407D7B334560C618C0A806CFD3B8B95A403AC78439FBC418C04B696C19DFB95A40D481F26232C418C097580BB1EEB95A4027242AB6D9BE18C08AC6DFEBFBB95A40E4386F65C3BE18C0E347AA48FEB95A4086F2F76801C318C03145158FF9B95A4085BBEB2350C418C03353E13DE5B95A402C3D83BCE3CE18C0E9710E55C1B95A40FD2B2F34A0D318C0039665DFA6B95A40C5DA22CD6CDA18C0,JATINEGARA KAUM,76,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000000C0000007AF53DF2C4B25A4099EDA15C269F18C0482AF6E49AB25A40C34694BCDFA418C0ECFB2D8376B25A4025B0F57EE3AA18C06DA2158806B25A404878E58EF8A818C037BB351D05B25A400129A373B7A518C012744D26E2B15A408F08C5AE22A518C02E45A2B5E9B15A4049F08ED892A018C0EABDCAD609B25A409FF64DF6649E18C032F29FBA0BB25A409B5BBAE6889C18C03C0765785DB25A40C3BE3D067A9C18C07D72A4F965B25A40D706BD58AF9E18C07AF53DF2C4B25A4099EDA15C269F18C0,JELAMBAR,77,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000000A0000009C815C35DAB25A40FCCEAC68C49C18C07AF53DF2C4B25A4099EDA15C269F18C07D72A4F965B25A40D706BD58AF9E18C03C0765785DB25A40C3BE3D067A9C18C032F29FBA0BB25A409B5BBAE6889C18C0B01B21B8FAB15A4019C5FC234C9A18C021B376F0F6B15A409501C4DB959318C01B1A788B7EB25A40ECD076B4B69218C0283D09F8BBB25A40C05AB63B4F9918C09C815C35DAB25A40FCCEAC68C49C18C0,JELAMBAR BARU,78,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E61000000100000001030000000100000009000000533FBBA2ECB25A4099EDA15C269F18C09C815C35DAB25A40FCCEAC68C49C18C0283D09F8BBB25A40C05AB63B4F9918C02CF8D2ABC9B25A401BFC0869FD9818C021A40A9343B35A4053438410F99718C021A40A9343B35A402CE000F1079818C0D3A69F4C48B35A407E9C7670B29D18C0D3A69F4C48B35A40503047B7829E18C0533FBBA2ECB25A4099EDA15C269F18C0,JEMBATAN BESI,79,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E61000000100000001030000000100000006000000D7F2CEA7A0B35A403DCE89384A9118C04D45EE93AAB35A40EEFDF139309718C021A40A9343B35A402CE000F1079818C021A40A9343B35A4053438410F99718C01620AB7C3CB35A40C5A4FFD9769118C0D7F2CEA7A0B35A403DCE89384A9118C0,JEMBATAN LIMA,80,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E61000000100000001030000000100000015000000A5A62DFFA6B05A403B55F79CF4E318C0014490B980B05A4013F2737D03E418C0816D11B76FB05A40E48544C4D3E418C0E95E3C8ACFAF5A40BD22C1A4E2E418C01015BFD9A7AF5A4061816E7734E518C0CD6B1CAC32AF5A408AE4F19625E518C09FBC6CFCDFAE5A40A66C29C84AE518C0BF0A289388AE5A40D3A14C3CC9E518C0609EFC84F7AD5A4007E01B4A86E518C09D4E7252F2AD5A40BF90D92E45E218C09B40A6A306AE5A40F6AAD950C7DC18C061CE938278AE5A401E0E5D70B8DC18C05CD4C67336AF5A409065477AFEDB18C0F105079E33AF5A405CF06B2790DD18C0D5D3E36462AF5A40ACB6726672DD18C0CE9BB3A9B3AF5A40919C53BFAFDA18C0921BD5D939B05A4085C107D1E3DA18C05AC55A1683B05A40B8FFD6DEA0DA18C0F1F69A4080B05A404A0C749F85DE18C0D8E00F6586B05A40AA485ADC0FE018C0A5A62DFFA6B05A403B55F79CF4E318C0,JOGLO,81,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000000C00000052B1A8E008B75A402B005BCA9EB918C0378D515623B75A402B005BCA9EB918C0837CF0ED32B75A402E2DD64F18BE18C094BB19B847B75A401037869490C018C00B7DD3FC06B75A407B4EB8BFE6C118C053204339BEB65A40B2F00E98CEC418C02363C7DA7FB65A40EEDCAE0EDEBF18C0DC2EF2F67DB65A40BCD5EB45D2BE18C07CE4913782B65A405263DEE98FB918C0A32B7A2EA5B65A406547D6719AB818C0F4E3AE28AEB65A401F250FDCD2B918C052B1A8E008B75A402B005BCA9EB918C0,JOHAR BARU,82,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
