the_geom,name,cartodb_id,created_at,updated_at
0106000020E6100000010000000103000000010000000C00000001D7A8976AB65A40C43C03FDA7AA18C0BCB09F6254B65A402479E93932AC18C0CAB16580FCB55A40781190CDA1AC18C0D7439145EFB55A40BDFC4A1EB8AC18C08D62BE5CCBB55A4000F2962E06A718C04F43AE361BB65A400C04EF6183A518C09F7E7C2983B65A40903FD1F3D3A318C05BF7A44AA3B65A404C5416A3BDA318C05D0571F98EB65A40EF44ABEBACA618C0903F535F6EB65A4077522DD28AA518C0BCB09F6254B65A40D78E130F15A718C001D7A8976AB65A40C43C03FDA7AA18C0,KEMAYORAN,126,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000002400000044BD9BE974B05A407A17AC7A35C318C0DE4977CC7DAF5A406833B4F22AC418C0F4826DA5D4AE5A4040D030D339C418C061CE938278AE5A40BE0267CB4BC318C05F21967D56AE5A402A51A53B53C318C02133BD03EFAD5A402EEC384B2FC518C02B18EBC3BFAD5A400D9261C57CC418C0724CC0A7C1AD5A4058BDD4F482C218C01C78F34FE1AD5A40649820E34EC218C0F6CF3CAFF4AD5A40D626173246C018C067F8F78E3BAE5A4043AC61E7FEBE18C036CCE1D747AE5A40D4C28F671BBD18C0237120B05BAE5A40022FBF204BBC18C07CF2EA0C5EAE5A40488892FBC3B918C0D365E9BA74AE5A40D19514E2A1B818C0C118F44174AE5A407D347A93E3B618C0DCDB7C2290AE5A40D3032D6C04B618C0F3E33B4F9EAE5A402EDC8BDE63B418C0449C7049A7AE5A40262EBB7511B918C079758405BDAE5A40C1DE97DF10BE18C032E0E077F1AE5A40238996A6FDBC18C03271461F3CAF5A404011CED722BD18C0118459325DAF5A40B29FC4261ABB18C0F75F02A877AF5A40191C634294BA18C016DE543CA1AF5A404B2DB7CAD7B518C0FCB9FDB1BBAF5A40077908BF72B418C02301E6A8DEAF5A40DF15859F81B418C0D3F5AEB3F7AF5A40E51E3139C0B318C0CD2C1951FEAF5A40A6CE09F885B518C036ED0C7815B05A40D3032D6C04B618C0F0C60343FFAF5A405A6C8A83CEB818C0C1391FE241B05A40D4C28F671BBD18C0169F51E16CB05A402A9242403CBC18C03370A67074B05A409E16A8CFFBBF18C02B99445F8FB05A402B88B18004C218C044BD9BE974B05A407A17AC7A35C318C0,KEMBANGAN SELATAN,127,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000000B0000002C4B4880B7BA5A4000CC20A8DB6E18C0EBDF08FFAEBA5A40ED387391857918C0B3BAC5E740BA5A4098A0CCFD157918C0B3BAC5E740BA5A4042D11925F57918C0FF79CD81CFB95A4009C1AAC2AA7918C095AB0DACCCB95A4007942F3D317518C0701123BACBB95A40258A7FF8B87218C0484DD4BB07BA5A40B93B4188B17218C053D133D20EBA5A40994F828C616F18C09020DBF53FBA5A408D74369E956F18C02C4B4880B7BA5A4000CC20A8DB6E18C0,LAGOA,142,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000001F00000050116402FBAF5A40031581F447B118C0D3F5AEB3F7AF5A40E51E3139C0B318C02301E6A8DEAF5A40DF15859F81B418C0FCB9FDB1BBAF5A40077908BF72B418C016DE543CA1AF5A404B2DB7CAD7B518C0F75F02A877AF5A40191C634294BA18C0118459325DAF5A40B29FC4261ABB18C03271461F3CAF5A404011CED722BD18C032E0E077F1AE5A40238996A6FDBC18C079758405BDAE5A40C1DE97DF10BE18C0449C7049A7AE5A40262EBB7511B918C0F3E33B4F9EAE5A402EDC8BDE63B418C006D0621ED5AE5A401F66ACE0BBB218C0719E22F4D7AE5A407B3E0B531BB118C0DE19E0CEFCAE5A40C160D2E8E2AF18C0B2A893CB16AF5A4050770069FFAD18C05EE2922222AF5A407DAC23DD7DAE18C0748983A566AF5A40DABB8E948EAB18C0455D6DEE72AF5A40B82AABC92AAC18C066E98B3188AF5A40CF174FEB73AA18C0396A737FB6AF5A403C668D5B7BAA18C0B940F281C7AF5A408D63A0DF0EA918C03A09A5D5ECAF5A405EF77026DFA918C0187D8692D7AF5A40D42A8C44EAA318C071FE50EFD9AF5A40147BB38524A218C00E378A283DB05A40DC6A4423DAA118C0A1EB634B99B05A400197BBFD19A318C02123B1F773B05A40F44D5785EBA518C0169F51E16CB05A401068762CAEA818C0DE0A747149B05A409BD97FDDB6AA18C050116402FBAF5A40031581F447B118C0,KEMBANGAN UTARA,128,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E61000000100000001030000000100000011000000B4786FA7A5B65A402FAB9B4646CC18C0E1F7875977B65A406C569EB86CCE18C0F0977FCD55B65A40523C7F11AACB18C0F2A54B7C41B65A40B9B81D2D24CB18C08AE557552AB65A403B86E73412CC18C06859391215B65A40ADDDD13E58CB18C0DEAB58FE1EB65A40FF11F1079DC818C07CB4FA3901B65A40AA794A742DC818C0FF9845EBFDB55A400652A9E68CC618C0090FD95219B65A40A615C3A902C518C0869928FAD1B55A401ADBC53DABC118C0389CBDB3D6B55A409E16A8CFFBBF18C00A7E73ABCEB55A40FAB7FAFCA9BF18C051517AE506B65A40C7E743794FBD18C024D2613335B65A40C40B13658AC218C03C871E6565B65A40490658F2F1C718C0B4786FA7A5B65A402FAB9B4646CC18C0,KENARI,129,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E61000000100000001030000000100000015000000039665DFA6B95A40C5DA22CD6CDA18C0B34B2B8F8BBA5A40C4A31688BBDB18C08041E0262DBB5A40B791BE543EDD18C021F77F6731BB5A409E6D0EEE43E018C099576B0227BB5A40088540199AE118C0EDEDD4AD9ABA5A4052429BBE3DE218C0571D632D67BA5A40F5FB23C27BE618C0E2D80FF048BA5A40FA04D05BBAE518C067CB265031BA5A40B850215055E418C00EAB2A9DF8B95A404B02E3DF4DE418C0EC1E0C5AE3B95A402F7AABAE28E418C0BA53C44CB9B95A40D3A14C3CC9E518C0D685E7858AB95A40188D078DDFE518C0373FE29D3BB95A408412524298E418C0373FE29D3BB95A4096F649CAA2E318C0644F60F757B95A40EBC5FCA2C3E218C0F2B70ABF5BB95A405F54F3F1BAE018C05F9496434AB95A40C0FEF1B8A7DF18C00BCE959A55B95A4011FC043D3BDE18C0D5E6B52F54B95A4080EF677C56DA18C0039665DFA6B95A40C5DA22CD6CDA18C0,KLENDER,130,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E61000000100000001030000000100000009000000701123BACBB95A40258A7FF8B87218C095AB0DACCCB95A4007942F3D317518C0499AA3C527B95A408A98058AD07418C05CE7983E28B95A402B932B92F77118C07F81833029B95A4020EFEBE8DC7018C0EB4F43062CB95A4071230BB2216E18C0CFBC512391B95A400BA76C96A76E18C0763B87C68EB95A40E09EC4A7A27218C0701123BACBB95A40258A7FF8B87218C0,KOJA,131,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000000C000000C07B7522DDB35A40E46F7BAA74BD18C083CBFF54E2B35A40150926E91DC118C0F462558DDEB35A40E2CA56DB60C118C0FA8CB999A1B35A406AA1CC7C8DC118C08618CF5E02B35A406F736CD11AC218C0627EE46C01B35A408EA0C8D153BE18C0C259AAD347B35A40DD66CF1036BE18C0E5F394C548B35A40A68D6CF39CBC18C017BFDCD272B35A4006CA523027BE18C0E484FA6C93B35A407EF3DC8EFABD18C0E731F871B5B35A40116E92D941BF18C0C07B7522DDB35A40E46F7BAA74BD18C0,KOTA BAMBU SELATAN,132,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000000D0000001FC6D5E1D8B35A40B29FC4261ABB18C0C07B7522DDB35A40E46F7BAA74BD18C0E731F871B5B35A40116E92D941BF18C0E484FA6C93B35A407EF3DC8EFABD18C017BFDCD272B35A4006CA523027BE18C0E5F394C548B35A40A68D6CF39CBC18C0C259AAD347B35A40DD66CF1036BE18C0627EE46C01B35A408EA0C8D153BE18C0C2C8442CFDB25A40B4D6D06BCBB918C01A3C43DA13B35A409145EDA067BA18C003641BAB86B35A40549AEA2E41B818C0FC9A85488DB35A40FD932B116FBA18C01FC6D5E1D8B35A40B29FC4261ABB18C0,KOTA BAMBU UTARA,133,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000000A000000DC2EF2F67DB65A40BCD5EB45D2BE18C02363C7DA7FB65A40EEDCAE0EDEBF18C024D2613335B65A40C40B13658AC218C051517AE506B65A40C7E743794FBD18C0F414E6D4F6B55A4067AB5D3CC5BB18C02B0A92EEE3B55A402293276635B718C0B08D0EF616B65A4035E53778A2B318C0DC9D8C4F33B65A40D567B4362FB918C03A7952B679B65A401C49DEC70DBF18C0DC2EF2F67DB65A40BCD5EB45D2BE18C0,KRAMAT,134,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000000F000000C209FBBDD0B75A40FBB29C984A2619C048FC111EB9B75A4012693475E22519C0FFB9708BCBB75A408D6EEFE77A2019C01323FE61A3B75A40F658A68D571D19C0830D56957DB75A400FB46239031919C01276005D81B75A40DA4818A6CC1419C0C68661C571B75A405E84FA371D1319C02C9A57E766B75A4000ED38CAA60D19C0D911BAEADEB75A40888CA226220F19C0260F2531DAB75A40D30860C7DC1619C0677A64B2E2B75A40BAE4AF60E21919C03C0918AFFCB75A4056958CCAE11E19C0DAB0EB4015B85A403B3AD01E362319C0F5D442CBFAB75A4006C5F4CBC72419C0C209FBBDD0B75A40FBB29C984A2619C0,KRAMAT JATI,135,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000001300000025C0A2F01AB35A407847B3C097F518C05AA7825B1CB35A40D74C8DB870F818C0FC6AEE4A0CB35A40F49327E5ACFF18C07FB007A6D2B25A4005411328060019C0A1ABC0419DB25A40AAD6CC3F09FF18C0F671C1EA91B25A4098BBC8724D0119C0F87F8D997DB25A405FAB5910030119C0F87F8D997DB25A402DDBA28CA8FE18C06917E3D179B25A40341B5B6B98FC18C0B259846467B25A400F26F0D509FA18C0818E3C573DB25A40B5BBA9ED0CF918C0B1BA520E31B25A40D27AED63E3F718C092DB31D03DB25A40FC4B890D37F518C0C6B4458C53B25A40689AC77D3EF518C07D72A4F965B25A40227800E876F618C0C08AE17F90B25A40996A7E0199F718C04BD7F3E9BCB25A40109408606CF718C097C69281CCB25A40011E2962C4F518C025C0A2F01AB35A407847B3C097F518C0,KRAMAT PELA,136,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E61000000100000001030000000100000008000000370CF8BA53B45A4024323088B59C18C0B319E15A6BB45A40EBE0232182A318C097C5F2D204B45A40B299A87986A418C0481B8A87E7B35A40E273F0BC18A118C035CE940EE7B35A40FB97A023139E18C0835C65FC2CB45A407E9C7670B29D18C0835C65FC2CB45A4040BA67B9DA9C18C0370CF8BA53B45A4024323088B59C18C0,KRUKUT,138,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000000E00000004C449A688B45A4029F955CB4FED18C0067147ABAAB45A403E41D51D85EF18C045FE517B48B55A402981AC81B5F518C05260E642BAB45A401DA66093E9F518C0567C7EA091B45A4006F0C8B651F618C0B10B15AC7FB45A4006F0C8B651F618C0908DC21756B45A4062C82729B1F418C0F592EC8A5FB45A401B79E50D70F118C00325185052B45A4060D2B8E8E8EE18C010B7431545B45A406109C52D9AED18C0626F780F4EB45A4041E6F9EC98EB18C0FE694E9C44B45A408136212ED3E918C0D8C197FB57B45A4043541277FBE818C004C449A688B45A4029F955CB4FED18C0,KUNINGAN BARAT,139,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000000E00000089168F0173B55A409A5AD194CDE618C0813F2DF08DB55A40198376CDA7EB18C0636ED86086B55A40E73A1600B3F118C09B63847A73B55A40085EE140B4F318C06B453A726BB55A40179DB4F9AAF618C045FE517B48B55A402981AC81B5F518C0067147ABAAB45A403E41D51D85EF18C004C449A688B45A4029F955CB4FED18C0C04A3E7694B45A4046B8994126EC18C0AFFD48FD93B45A40B6E208C6F2E618C0FC8B19EBD9B45A4011845BF3A0E618C08FAF8D66EBB45A4067530ECCC1E518C063DD72B93BB55A40D26A40F717E718C089168F0173B55A409A5AD194CDE618C0,KUNINGAN TIMUR,140,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E61000000100000001030000000100000025000000E7A1327932B25A409D6C259C882A19C0714F138D28B25A40064D4B822D2D19C0C0F97BD845B25A4005DF32F8CA2F19C0260D72FA3AB25A4038E6F5C0D63019C03183056256B25A40745AECED4B3419C0279ED7A185B25A40DBD68A09C63319C0EBED61D48AB25A40F627B6F5393519C04FF38B4794B25A40EFE7FD164A3719C0822D6EAD73B25A40C044C218693919C0ECFB2D8376B25A4033921B63773E19C0FB9B25F754B25A4033921B63773E19C03E15312749B25A406599DE2B833F19C085B8A06300B25A4055ECF2E8293F19C0A844BFA615B25A4063F4B95C6F4319C076797799EBB15A405DEB0DC3304419C074DA4543B5B15A409D3B35046B4219C046BCFB3AADB15A40A5B2F9270C3F19C0858809667FB15A40B7CDFDF4C73C19C06C64B2DB99B15A4091A1861A883B19C0C6F348E787B15A409DB3DE4D053A19C0ACCFF15CA2B15A40AFCEE21AC13719C048CAC7E998B15A4039DC64019F3619C06BC5808563B15A40CC8D2691973619C089A4A1C356B15A40C3E9E6E77C3519C0B0EB89BA79B15A40A08F0F62CA3419C0284C75556FB15A40ADA16795473319C0C1994DDD43B15A400BB1D24C583019C0135282D74CB15A4016C32A80D52E19C09489CF8327B15A40324B62B1FA2E19C06C341BDE18B15A40B17D98A90C2E19C0468C643D2CB15A40C96A3CCB552C19C0197CE6E30FB15A404202DFB38B2919C054BDC15855B15A409FDA3D26EB2719C02EA6705FB3B15A40E2C5F876012819C04969F93FCFB15A40DEF35822742719C014214B2B04B25A40A375D135C72919C0E7A1327932B25A409D6C259C882A19C0,LEBAK BULUS,143,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E610000001000000010300000001000000250000001C6A9A7A05B65A40E6C183645D4419C01C6A9A7A05B65A406C61EDC0D84519C082DE5E46C4B55A407E0ED903324619C054CEE0ECA7B55A40A4034499C04819C032D32751DDB55A407A32A8EF6C4B19C018AFD0C6F7B55A407E962FBA974E19C098E61D73D2B55A40EFB60D7F2C4F19C07B15C9E3CAB55A40A95D3AA4B35119C0ACE010F1F4B55A4030FDA3002F5319C07EC2C6E8ECB55A408A67EAE82B5419C0A4784938C5B55A40F7B52859335419C099F4E921BEB55A4072433A82315719C0567BDEF1C9B55A40C1D2347C625819C0ECAC1E1CC7B55A405DF12970C45A19C01FE70082A6B55A40AC491825445D19C05CA542FE8CB55A404B9F195E575E19C0FAADE4396FB55A40E55987878E5D19C0074010FF61B55A4036579A0B225C19C04D66193478B55A4023B43F88005619C0D04A64E574B55A400D6CC035CB5319C048AB4F806AB55A40EC11E9AF185319C08A85295A28B55A4030FDA3002F5319C0E059F6B108B55A406F16BFFCB75219C0AD1F144C29B55A40A79ED7A89C4A19C0E1F827083FB55A40DD13B3FB0A4919C02BDAFAF062B55A4050D9B58FB34519C0BEFD6E6C74B55A4089E924F2FD4519C069376EC37FB55A401F09FF0B594319C03342C2A992B55A4052886B1EFF3B19C0E544576397B55A40E1D5A5E3CC3819C06729A21494B55A4012B0ED265F3519C0F275B47EC0B55A40674894BACE3519C00C9A0B09A6B55A40B65FE56A653F19C053C0143EBCB55A409FA94D8ECD3F19C03F655316D0B55A401B6E6BFC7C4119C0D7439145EFB55A40C49EB8235C4219C01C6A9A7A05B65A40E6C183645D4419C0,LENTENG AGUNG,144,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000001F0000000387F981F3BA5A409B8663C88B3519C01335BDA4BDBA5A40674894BACE3519C0EDEDD4AD9ABA5A405C6D48CC023619C0ABE363D65BBA5A40AD6A5B50963419C0A83666D139BA5A405809C101D83219C0AE60CADDFCB95A405809C101D83219C05A09648DBDB95A403C8189D0B23219C04F850477B6B95A40533721AD4A3219C0AAE4038523B95A4037AFE97B253219C0BC31F9FD23B95A400BB1D24C583019C0839D1B8E00B95A40CDCEC395802F19C014149204F0B85A4034826EF6AB2D19C0BDA09356D9B85A4087ED9904A22919C0D8631C37F5B85A400AF26F51412919C0AB8335DB59B95A40385E9F0A712819C037DE13F471B95A402DBA5F61562719C0F3563C1592B95A40EA3CBD9AA22419C063E0C59EA2B95A40BE079A26242419C02660E7CE28BA5A40D0EB91AE2E2319C07DD3E57C3FBA5A404470F73DEE2619C0A83666D139BA5A40C03415AC9D2819C04DA7CFC54BBA5A40490B8B4DCA2819C0FBEE9ACB42BA5A409D6C259C882A19C08857459346BA5A40064D4B822D2D19C0FE9B98D064BA5A40452F5A39052E19C099966E5D5BBA5A40DC44A393283119C061A1C2436EBA5A408775F0BA073219C0FA7F00738DBA5A40EE289B1B333019C01227F1F5D1BA5A40F2C32E2B0F3219C0699AEFA3E8BA5A4024CBF1F31A3319C00387F981F3BA5A409B8663C88B3519C0,LUBANG BUAYA,145,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000000F000000DF6BB5F422B85A405A20736DF20F19C054BED4E02CB85A4001AC9BC5BD1419C09837E01021B85A400B19CF29271719C04FF53E7E33B85A403817E658F41819C0D833853974B85A40D30860C7DC1619C08C44E6A164B85A40E0D91AF6701C19C0BB6230AA6CB85A40E90F4215292019C099D6116757B85A40B49A66C2BA2119C0B1EC9C4251B85A400ECEA065062419C03FB615B41EB85A40258438429E2319C03C0918AFFCB75A4056958CCAE11E19C0677A64B2E2B75A40BAE4AF60E21919C0260F2531DAB75A40D30860C7DC1619C0D911BAEADEB75A40888CA226220F19C0DF6BB5F422B85A405A20736DF20F19C0,MAKASAR,146,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000000E00000035210AE3D4BB5A40ABC61FD33DEE18C0873A0D87A7BB5A40DF04EFE0FAED18C0CE6EE26AA9BB5A408508C18260EA18C0B866233E9BBB5A405B41B69844E718C0CE6EE26AA9BB5A4039E7DE1292E618C0383DA240ACBB5A40DAE1041BB9E318C04D98636898BB5A400ABC4C5E4BE018C0FF9AF8219DBB5A406D9D576AE9DD18C06CA71BA40CBC5A40831CE301D0DE18C093FCCF491BBC5A400F57E06D27E218C0F446300917BC5A4065E5F5415FE818C0DA9173D7E6BB5A4025CCDA45D6E818C0BDC01E48DFBB5A4059D39D0EE2E918C035210AE3D4BB5A40ABC61FD33DEE18C0,MALAKA JAYA,147,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000001100000027C015CA2ABB5A40495DBE103AE818C0D9C2AA832FBB5A40BBB4A81A80E718C099576B0227BB5A40088540199AE118C021F77F6731BB5A409E6D0EEE43E018C08041E0262DBB5A40B791BE543EDD18C0A4DBCA182EBB5A4073A6030428DD18C0FF9AF8219DBB5A406D9D576AE9DD18C04D98636898BB5A400ABC4C5E4BE018C0383DA240ACBB5A40DAE1041BB9E318C0CE6EE26AA9BB5A4039E7DE1292E618C0B866233E9BBB5A405B41B69844E718C0CE6EE26AA9BB5A408508C18260EA18C0873A0D87A7BB5A40DF04EFE0FAED18C0848D0F8285BB5A404B532D5102EE18C0FB4EC9C644BB5A401D55162235EC18C03136A93146BB5A400EDF36248DEA18C027C015CA2ABB5A40495DBE103AE818C0,MALAKA SARI,148,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000000C00000045FE517B48B55A402981AC81B5F518C06B453A726BB55A40179DB4F9AAF618C0BEFD6E6C74B55A409F732A9BD7F618C029CC2E4277B55A40412DB39E15FB18C0675AD9C0DCB45A4096C5593285FB18C066BBA76AA6B45A402A771BC27DFB18C012F5A6C1B1B45A406E99E25745FA18C05FF21108ADB45A409E3C1E5626F818C08C635E0B93B45A40FADD7083D4F718C0567C7EA091B45A4006F0C8B651F618C05260E642BAB45A401DA66093E9F518C045FE517B48B55A402981AC81B5F518C0,MAMPANG PRAPATAN,149,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E61000000100000001030000000100000009000000459E238046B45A40F86A259E999918C04C67B9E23FB45A40CC6C0E6FCC9718C078D805E625B45A40E6FED65F299218C007E0E10360B45A407C1EB179848F18C0A479E9E68CB45A40B52E20DCCE8F18C09FBE1F337FB45A400990BA2A8D9118C04BF81E8A8AB45A40868BE4DDED9118C00A8DDF0882B45A40F39885490C9918C0459E238046B45A40F86A259E999918C0,MANGGA BESAR,150,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E610000001000000010300000001000000080000005350DA363FB75A405A5CDD1603A818C042727F16F4B65A406D77E1E3BEA518C0A2BCDFD5EFB65A40C10F88772EA618C0C4B79871BAB65A401916479500A418C0C7649676DCB65A40F9298899B0A018C004B43D9A0DB75A40448C070E689D18C04E26762A7CB75A4042E7E23E54A118C05350DA363FB75A405A5CDD1603A818C0,SERDANG,225,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000000C00000048AB4F806AB55A403D8DEC33619818C0F0981F7C1DB55A40FFAADD7C899718C00147E39EE7B45A402CE000F1079818C0FC8B19EBD9B45A40EA625E2A549518C076FAD034BBB45A40E6FED65F299218C00F48A9BC8FB45A401847372D1E8C18C0D1B9FE3D2AB55A40B90A51F0938A18C08A85295A28B55A40FA50E771968E18C03A7AF26441B55A40E735E3A4DA9018C0386C26B655B55A4048A9D526169118C060C1DA5B64B55A40287C7926DD9418C048AB4F806AB55A403D8DEC33619818C0,MANGGA DUA SELATAN,151,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000000C000000F4B4B7D9F4B45A40B2D0B4BE37A318C00502AD52F5B45A409C1A1DE29FA318C087D82B5506B55A40D3BC73BA87A618C099F589D085B45A403BA72A6064A318C0B319E15A6BB45A40EBE0232182A318C0370CF8BA53B45A4024323088B59C18C0459E238046B45A40F86A259E999918C00A8DDF0882B45A40F39885490C9918C0C04A3E7694B45A4061143F3F8D9D18C0358F91B3B2B45A40147BB38524A218C045CEBA7DC7B45A402FCCDE7198A318C0F4B4B7D9F4B45A40B2D0B4BE37A318C0,MAPHAR,154,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E610000001000000010300000001000000270000001AAF43A007BE5A4070C59F948A8118C09C938E5104BE5A40F0245112168518C008D1E87FBCBD5A40222C14DB218618C0DAB29E77B4BD5A40DD094D455A8718C05A4BBACD58BD5A40AACB7D379D8718C06CA67BF544BD5A4039AB9F72088718C0FB6FF46612BD5A40CC5C6102018718C0B18E217EEEBC5A4033D9FF1D7B8618C0685A4C9AECBC5A40499928BA4A8018C03C4ACE40D0BC5A40C7026BF70D7E18C01E7979B1C8BC5A40D0792F1BAF7A18C06E84B0A6AFBC5A4009C1AAC2AA7918C0754D4609A9BC5A40E29433E86A7818C01356E8448BBC5A40EE6F7FD6367818C00317BF7A76BC5A40E3CB3F2D1C7718C0927F69427ABC5A4017411B808A7518C0FDEC5A6EB3BC5A40C1A874EC1A7518C09C942E00CCBC5A40E067B862F17318C0431364A3C9BC5A40DBCC2453157218C0C58814FC10BD5A405ED1FA9FB47118C07D543F180FBD5A40C07BF966A17018C08A77D0844CBD5A4049897B4D7F6F18C038BF9B8A43BD5A402F6F5CA6BC6C18C058AC887722BD5A402F6F5CA6BC6C18C00802202C05BD5A40CA97E259566918C0966ACAF308BD5A40702D9C71596818C01E0ADF5813BD5A40277041CCB56718C0BCB1B2EA2BBD5A40B6866F4CD26518C0D2ABA5684EBD5A409DA35CEAC06118C00485B92464BD5A404942C29B026018C0CC81415C8BBD5A40D14F4482E05E18C0A2BDF25DC7BD5A4021DF3E7C116018C0F722255DF2BD5A408E648931CA5E18C0452090A3EDBD5A40ACE22FA3B76418C0398E64DEFABD5A4055137DCA966518C08B4699D803BE5A407E3563E59E6C18C0F51459AE06BE5A40CAE82CCB0A7318C0D37A6EBC05BE5A4036F6CD36297A18C01AAF43A007BE5A4070C59F948A8118C0,MARUNDA,155,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000000C0000004D45EE93AAB35A4057EDDB3AE5F418C0832CCEFEABB35A400BC2680BDFF618C0E068620FBCB35A40B4849DA85BFA18C03D06C5C995B35A4007AF2BB268FD18C022433CE979B35A4006781F6DB7FE18C0F432BE8F5DB35A40752AE5A7E90119C05CB54E0A08B35A4007A59AF2300319C0FC6AEE4A0CB35A40F49327E5ACFF18C05AA7825B1CB35A40D74C8DB870F818C025C0A2F01AB35A407847B3C097F518C0807FD0F989B35A400CF9745090F518C04D45EE93AAB35A4057EDDB3AE5F418C0,MELAWAI,156,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000000D000000B12C404C4DB65A40292A46636DD518C0D00B618A40B65A40B7D25B5927D618C03CB85511AEB55A406F83193EE6D218C03420F75AFDB45A4076C3D11CD6D018C09BA287D5A7B45A400BAC9FF17FCF18C02A0B329DABB45A40E7244DE653CA18C0E0295FB487B45A40BA2636B786C818C0AA427F4986B45A405AEA4F7AFCC618C00B2C115FB8B45A404F0F048C30C718C0553D7B455DB55A40AF4BEAC8BAC818C0DB5F29A3C6B55A403DF4FFBE74C918C0CAB16580FCB55A40B141590983CE18C0B12C404C4DB65A40292A46636DD518C0,MENTENG,157,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
0106000020E6100000010000000103000000010000001300000089168F0173B55A409A5AD194CDE618C07C84633C80B55A403583574867E318C089168F0173B55A40F205B581B3E018C09F1E4E2E81B55A40F43CC1C664DF18C00AED0D0484B55A40EBCF8D62FBDC18C0B16B43A781B55A4035FB009201DB18C096A8BAC665B55A4097A5FF58EED918C0824DF99E79B55A4021B3813FCCD818C00EA8D7B791B55A4039A0256115D718C0494A81D6A0B55A404244650A30D818C07F316141A2B55A4085C107D1E3DA18C04212511BF2B55A406F0B70F44BDB18C07CB4FA3901B65A407E814FF2F3DC18C00CCAA20627B65A40BF90D92E45E218C02CA9C3441AB65A40EBC5FCA2C3E218C0171E6B1FADB55A40EBC5FCA2C3E218C0A894E1959CB55A407F40B2ED0AE418C0DC6DF551B2B55A40604A623283E618C089168F0173B55A409A5AD194CDE618C0,MENTENG ATAS,158,2015-01-10 14:29:58.366572+00,2015-01-10 14:29:58.366572+00
